recommendationid,review,sentiment,emotion
110326297,"a mix of they are billions and stronghold , its amazing , be warned the game is brutal though!","[{'label': '4 stars', 'score': 0.36285069584846497}]","[{'label': 'fear', 'score': 0.3880513906478882}]"
110323994,"Defending against medieval hordes using a mix of muscle and magic, what’s not to love?... well, the fact that this game is nowhere near ready. I love the concept but the game has very little content even for an early access price tag. Maybe I’ve been soiled by games that are highly developed at the point of release but I’ve completed the games content on day 2. Each round works the same so you just build up and take on waves of enemies. I do think this will be a great game but not worth it right now.","[{'label': '2 stars', 'score': 0.5621142983436584}]","[{'label': 'neutral', 'score': 0.7540966272354126}]"
110323956,"It's got that easy to start, hard to master thing going on. Try the demo and see what you think","[{'label': '3 stars', 'score': 0.4205001890659332}]","[{'label': 'neutral', 'score': 0.906409740447998}]"
110322993,"Mix between city builder and rts. Game is truly incomplete, poorly balanced. Still though, thumbs up. In the endless mode, you eventually reach a point where you are completely mined out and have to 100% depend on the market for stone and iron (and you can only get 100/50 every 30s).","[{'label': '2 stars', 'score': 0.5540774464607239}]","[{'label': 'neutral', 'score': 0.7535236477851868}]"
110322064,"presents a challenge even on the easiest difficulty., great animations and concept, waiting for the full campaign ♥","[{'label': '5 stars', 'score': 0.5818562507629395}]","[{'label': 'joy', 'score': 0.8831807374954224}]"
110322026,"I cant get this to work. Ive uninstalled and reinstalled 100 times, verified game cache. The demo ran fine no issues at all. I cant get past the main menu without the screen just freezing up. I cant even report a bug from the game because the button isnt working. I can select the option to go to the next screen (like new game) and nothing happens. If i minimize and bring it back up it will show the next screen but its still frozen. I was told i may need to upgrade but the demo ran fine no issues and i have plenty of other games that require more than this and i have no trouble. I may change my review this weekend when my upgraded gaming laptop comes in but for now this doesnt work at all for me.","[{'label': '1 star', 'score': 0.4928458034992218}]","[{'label': 'neutral', 'score': 0.47400858998298645}]"
110321241,.,"[{'label': '3 stars', 'score': 0.2539338767528534}]","[{'label': 'neutral', 'score': 0.3826318085193634}]"
110320097,жесткая игра,"[{'label': '3 stars', 'score': 0.24331718683242798}]","[{'label': 'neutral', 'score': 0.6964881420135498}]"
110315563,"Having a lot of fun with this game. There are some issues but while the game is in Early Access, luckily most of the game so far feels polished. There's only two campaign missions right now but they are fun and the cut-scenes have some decent humor. After that you have to play endless mode which is where most of my time is right now. It's good for a good chunk of fun time but there are some issues that come up. Difficulty scaling is the biggest issue in my opinion. The lowest difficulty is okay but feels slightly too easy. So your first reaction is to go to the medium difficulty and maybe that'll be perfect right? Wrong. The medium difficulty is easily 3x+ as hard as the lower one and personally is quite unfun to me. And if you get a mediocre map on top of that just call it quits and restart. There needs to be a balance on the medium difficulty for endless or a 4th difficulty option set between the two. Late game when the screen starts to flood with enemies the game will lag and stutter especially if you zoom out, and if you use the fast forward mods you are likely to crash. Not a hardware issue just an optimization issue with that many enemies. However before you get to that absurd point the game does run amazing to me. There are some bugs such as the game not leaving the grid/build mode unless you open it again and place or left click on an object, but otherwise nothing that's more than even a slight inconvenience. At $25 the game in it's current state may be slightly over priced, but I have thoroughly enjoyed my time so far. If you're a major fan of this genre or catch it on sale I'd say grab it. I'm looking forward to see where the game goes from here.","[{'label': '3 stars', 'score': 0.5043119788169861}]","[{'label': 'joy', 'score': 0.7665637731552124}]"
110315049,great game but a bit buggy,"[{'label': '4 stars', 'score': 0.5358580946922302}]","[{'label': 'sadness', 'score': 0.9488377571105957}]"
110314660,"Finished the tutorial and there's one simple reason I won't continue. Unoptimized and buggy. I experience regular freezes (not a performance issue as the game runs totally smoothly except for the freezes), and the intro movie to the first campaign mission won't even show (just a completely black screen with some sounds). Edit: did the first mission, outtro movie won't play either. Movies just seem broken.","[{'label': '1 star', 'score': 0.4796462953090668}]","[{'label': 'sadness', 'score': 0.5556548237800598}]"
110312375,gg,"[{'label': '5 stars', 'score': 0.26324495673179626}]","[{'label': 'neutral', 'score': 0.5826749205589294}]"
110311844,"Love it. Satisfyingly challenging with great progression as your settlement is improved. An overarching sense of claustrophobia from both the nearby enemy camps and the need to build compactly to make sure that you can consolidate your defence forces for the final attack. This is different to other settlement building games where extensively sprawling out is a requirement to becoming strong. That being said, you will need to dip your toes into the wilderness as you deplete resources nearby. This makes it all the more tense and exciting. The developers may need to make tweaks to the difficulty settings if they want to facilitate players that want an easy ride, but I personally love the challenge. Some waves that show up make me think 'Are you serious!?' but I like being kept on my toes. The narrative at the start of each campaign mission is amusing and a bit weird, and could do with speeding up at times, but shows promise for some wild & silly stories as they add more missions. I look forward to more types of buildings being added, although this might mean we need to expand the map and push out the enemy camps a bit further to allow for more expansive settlements. Can't wait to see where this game goes!","[{'label': '4 stars', 'score': 0.6879996061325073}]","[{'label': 'joy', 'score': 0.5646358132362366}]"
110309667,"Some good considerations: - Very fun to build your city, arm massive towers with trebuchets and archers. - Wave system keeps tension high and its a constant struggle to replenish your resources as resource nodes can run out. - Aesthetics are nice - Somewhat nice variety in units, archers, swordsman, catapults, horseman etc Some bad considerations: - Some UI elements are very bad, especially the notification system when some of your buildings are attacked - Low on content, only 2 campaign missions and an endless mode(which is fun). - Map generation is kinda bad, since you can get a map which has considerably bad choke points and resources. - Some people are reporting performance trouble in later waves with large amounts of enemies, I haven't personally noticed this.","[{'label': '3 stars', 'score': 0.6290944814682007}]","[{'label': 'joy', 'score': 0.33807289600372314}]"
110305973,goooood :),"[{'label': '5 stars', 'score': 0.378718763589859}]","[{'label': 'joy', 'score': 0.821763813495636}]"
110304064,"Very fun game love the endless mode. Only problem is it crash's a lot! But i would still recommend, hopefully they get the crash bug worked out.","[{'label': '4 stars', 'score': 0.8736624717712402}]","[{'label': 'joy', 'score': 0.967498779296875}]"
110300970,"At this time no. ""Git Gud"" on easy setting is too much. I'm considering to use other methods just to play this game.","[{'label': '2 stars', 'score': 0.4607348144054413}]","[{'label': 'neutral', 'score': 0.9218927025794983}]"
110300937,fun peasants not happy,"[{'label': '3 stars', 'score': 0.39733001589775085}]","[{'label': 'sadness', 'score': 0.9573249816894531}]"
110300859,"A fun game, similar to They are billions but with a medieval fantasy setting. The campaign needs to be expanded but the sandbox mode is quite enjoyable.","[{'label': '4 stars', 'score': 0.7551173567771912}]","[{'label': 'joy', 'score': 0.9803870320320129}]"
110299614,"I agree with one of the other reviews, this just isn't ready yet. The Procedural Generation is the most frustrating part to me, you can start a mission and it is literally impossible to win based on the resources provided. The UI is also super annoying, feels almost like a mobile game.","[{'label': '1 star', 'score': 0.517480731010437}]","[{'label': 'disgust', 'score': 0.3430749177932739}]"
110297223,"I got this game without realizing it was early access. After beating the second mission in the campaign it was ""over"". So that part sucked. With that being said I had a great time playing the two missions currently in the campaign. I played on the middle difficulty and god bless was it harder than i thought it would be. It got to a point where i thought it might be impossible to beat but I found a way. It was that challenge that made this game fun even with only two missions at the moment. Seeing how big the campaign map is it looks really promising and the release cant come soon enough. Hopefully the endless mode will tide me over until then.","[{'label': '4 stars', 'score': 0.38386496901512146}]","[{'label': 'joy', 'score': 0.33835309743881226}]"
110295387,Automated Market Pls !!! I urgently need a convenient way to get stone and iron in endless mode.,"[{'label': '5 stars', 'score': 0.5441780686378479}]","[{'label': 'surprise', 'score': 0.32725992798805237}]"
110294093,"Game is not balanced enough yet. I had 6 Berry picker huts and 5 fisherman's huts, plus an granary. Also had plenty of people working, in a healthy condition. Every minute I hear, oh the people are starving. It is obliviously annoying to listen to and should not be a priority when you are 30 minutes in. Oh and I wasn't able to build a stone cutter until the first 20 minutes because it was out of my town's range, effectively stopping you from building a granary in time, in a game in which time is essential as waves of enemies come non-stop.","[{'label': '2 stars', 'score': 0.5496991872787476}]","[{'label': 'disgust', 'score': 0.36946654319763184}]"
110293640,"One of the best recent indie games, with great foundation for early access. In essence this game is a siege survival simulator with thousands of units under your banner. Almost bug free outside of some visual bugs, and minor gripes. However, the mechanics are currently severly lacking in many aspects and there is not much longevity in the endless mode, this will surely change in the upcoming updates. Edit: had such a promise but has not received much of an update, also no roads to make the castle look lively or future content such as veterancy for units.","[{'label': '4 stars', 'score': 0.5259259343147278}]","[{'label': 'neutral', 'score': 0.8997189402580261}]"
110291285,"awesome game, can't complain its EA only had one CTD so far. it just needs Multiplayer, co-op, VS and survival would be amazing, co-op survival choosing to work together against the hoard or fighting on two fronts lets see.","[{'label': '5 stars', 'score': 0.5246596932411194}]","[{'label': 'surprise', 'score': 0.6524273157119751}]"
110289325,"The game already is a lot of fun! I am looking foreward to further updates, especially to using more different buildings/mechanics. It would be great if there could be some sort of overview to how many resources are being produced on a daily basis and improvements in how the AI behaves.","[{'label': '4 stars', 'score': 0.6728218197822571}]","[{'label': 'joy', 'score': 0.9769232869148254}]"
110286899,"Great game for early access. I'm excited to see what the future holds for the game. Very addictive. I would like some more options regarding diplomacy tho. Perhaps options like never, no way or inconceivable.","[{'label': '4 stars', 'score': 0.6489059329032898}]","[{'label': 'joy', 'score': 0.9591848850250244}]"
110286704,"Absolutely Brilliant game! 100% Recommend to other RTS players, Great story great graphics and longevity.","[{'label': '5 stars', 'score': 0.9803454279899597}]","[{'label': 'joy', 'score': 0.8231734037399292}]"
110284676,"It’s so good but campaign is really short please make more. And I really love the idea of the game and loved playing it it’s just fantastic wish it existed sooner, well done 🔥🔥🔥🔥","[{'label': '4 stars', 'score': 0.44346192479133606}]","[{'label': 'joy', 'score': 0.9180441498756409}]"
110279386,"Brilliant game if you are a fan of They are billions, i look forward to more content!","[{'label': '5 stars', 'score': 0.8120852112770081}]","[{'label': 'joy', 'score': 0.9720761775970459}]"
110274917,Fun game building big cities and armies,"[{'label': '4 stars', 'score': 0.564376711845398}]","[{'label': 'joy', 'score': 0.9316309094429016}]"
110272393,"build kingdom, fight bad guys, watch kingdom burn. 10/10","[{'label': '1 star', 'score': 0.5893428921699524}]","[{'label': 'anger', 'score': 0.6991402506828308}]"
110271667,very scary :(,"[{'label': '3 stars', 'score': 0.2729940712451935}]","[{'label': 'fear', 'score': 0.9834386706352234}]"
110271331,"I usually don't like this play style for games but this won me over. It's an incredibly challenging and mostly fast paced game that requires lots of strategy. The game however is far too hard, even on easy mode. There is little to no room for error and success is pretty much just based on the rng of map generation. Some maps suck and you get screwed. Some are amazing and the game is easy. If you want an easier game, you should probably wait a few months until full release when they add even easier game mode. While there are many problems, mostly with difficulty, for a game that only came out a few days ago as of now is amazing. I highly recommend the game to people willing to take a challenge. There are a few game breaking bugs when it comes to waves but the game auto saves enough that it's never a problem. Worth it for the price. Edit: Game has become far more playable and is actually just perfect. Nearly all bugs are gone and has much content. Now with endless supply, rng is no longer a problem. Still quite hard but just the right amount. (It's probably just that I'm terrible at RTS games.) 10/10","[{'label': '4 stars', 'score': 0.4838244915008545}]","[{'label': 'neutral', 'score': 0.5539370775222778}]"
110269816,"Not worth your money yet. It's almost full price for early access and the UI and difficulty scaling is horrible. There isn't an enjoyable build of this game at the moment. The AI is terrible for the uses you would need in this game. Why a single person can be attacking your buildings and your military is right next to them doing nothing. The first two waves are fine and by the time the third comes in you haven't had enough time. I get you're trying to make the game difficult, but the scaling is way off for almost full price. I wouldn't buy this just yet, It's like every system is 80% done and that last 20% is what you need or want to really enjoy this game. it has potential but not in it's current stage. You would have more fun playing something like ""Going Medieval"" to kill time. It's not meant to be difficult like this game but the build out is better thought out.","[{'label': '2 stars', 'score': 0.5978347659111023}]","[{'label': 'disgust', 'score': 0.8850123286247253}]"
110267998,"20+ hours in and I can safely say I'm really enjoying it, and already got my monies worth. Very similar to They Are Billions, however I would actually say I enjoy this game more. With TAB I would get so demoralized after a loss, it felt like time wasted and I'd want to play something else. With this I simply want to jump right back in to try to do better. I will say a lot of your success feels like RNG, since the maps are procedurally generated you'll feel like your getting steam rolled 2 or 3 times before you get your footing or get a good map with a lot choke points. It's also still in very Early Access, I was disappointed to see the big beautiful campaign map only to realize only 2 missions are currently available. However the endless mode has kept me plenty preoccupied, and I look forward to seeing where the game goes from here. EDIT: It has now been just over 2 years since I posted this review, and while I have enjoyed my time with the game and the dev's have worked hard to continue to improve and refine the horde modes and game play loop, I can't help but admit I become extremely dissapointed with the lack of any (playable) progress on the campaign. The dev's have been saying continually that they just need more time, and they don't want to release it until its ready, but then why did the game launch with the first 2 missions if the plan was to wait until the entire campaign was done to release anything else? I will still keep my review positive, but at this time I would say buy it if you're okay with different horde-mode repayable matches. DO NOT BUY THIS FOR THE PROMISE OF A CAMPAIGN. Buy it for what it is and you'll be happy, but I do not have faith in the devs to deliver any campaign for the foreseeable future.","[{'label': '3 stars', 'score': 0.3425993323326111}]","[{'label': 'sadness', 'score': 0.7793434858322144}]"
110267880,this is going to be a clasic,"[{'label': '5 stars', 'score': 0.2863369584083557}]","[{'label': 'neutral', 'score': 0.864791750907898}]"
110267392,its fun,"[{'label': '4 stars', 'score': 0.45855575799942017}]","[{'label': 'joy', 'score': 0.9708875417709351}]"
110266775,They are Billions with an AOE economy and fierce spells. Quite challenging.,"[{'label': '5 stars', 'score': 0.46579429507255554}]","[{'label': 'neutral', 'score': 0.7661253213882446}]"
110265620,watch out for the horde of the living dead.,"[{'label': '5 stars', 'score': 0.4784606099128723}]","[{'label': 'fear', 'score': 0.5071499943733215}]"
110263886,"even on easy mode said final wave is impossible to beat, also the market just disappears from the menus,","[{'label': '1 star', 'score': 0.7367230653762817}]","[{'label': 'neutral', 'score': 0.6064959764480591}]"
110262799,"This game not meant for casual players, they provide very little resources and time to be able to efficiently prepare for an attack. The ai that is sent to kill you will be in huge groups and only grow in size and if they destroy any buildings or kill people it causes big problems even on easy mode essentially allowing little margin of error if not any at all. If the game had difficultly settings to allow you to fine tune them to your liking it would be 10x better already. The game provokes you to spam soldiers asap leaving you with slow resource income for better and stronger buildings/defences in the long run unless you spam houses which will only cause food issues. Resources are finite so your forced to expand leaving some areas undefended while you prepare. Id say the game is focused towards players who enjoy fast paced rushed game play with an already set game plan in mind. The game is still fun but dying 8/10 times is only fun for so long","[{'label': '2 stars', 'score': 0.4963293969631195}]","[{'label': 'neutral', 'score': 0.918746829032898}]"
110261501,Extremely difficult and lots to manage. If you pay attention to details and pick up on patterns you can figure it out though. Great game so far excited for full release!,"[{'label': '4 stars', 'score': 0.2839745283126831}]","[{'label': 'neutral', 'score': 0.35448190569877625}]"
110260731,Fun wave clearing RTS similiar to they are billions. Can't wait to see how it progresses as it stands its already extremely engrossing,"[{'label': '4 stars', 'score': 0.6283128261566162}]","[{'label': 'joy', 'score': 0.9858269095420837}]"
110259511,"This game is incredible, obviously unfinished. But the price tag is worth it in its current state. Incredibly fun to play, can't wait for the devs to make more progress","[{'label': '5 stars', 'score': 0.5260728001594543}]","[{'label': 'joy', 'score': 0.8995869755744934}]"
110256095,WE NEED TO BUILD A WAlL,"[{'label': '5 stars', 'score': 0.27102890610694885}]","[{'label': 'neutral', 'score': 0.9116159677505493}]"
110253734,"Super addicting, clean graphics, and lots of promise as an early access since its basically a fully fleshed out game already.","[{'label': '5 stars', 'score': 0.7484996318817139}]","[{'label': 'joy', 'score': 0.8457669019699097}]"
110253724,"A different take but similar to There are Billions and Age of Darkness. Some Pros - New unique resources, tech tree, etc Some Cons - No Heroes; you have different classes of units instead - I would like to see different map sizes, maybe there is at different difficulties I didn't experience any bugs, other than the dumb AI but is probably expected based on the of the story. I would recommend based on the quality of this build, hopefully the rest of the content comes soon. The campaign is incomplete as this it is still in Early Access.","[{'label': '3 stars', 'score': 0.5591891407966614}]","[{'label': 'neutral', 'score': 0.9196243286132812}]"
110247468,"Great Game! Would be better if resource nodes had more inventory in them, makes late game very hard to work with. Other than that it is very fun.","[{'label': '4 stars', 'score': 0.7421289086341858}]","[{'label': 'joy', 'score': 0.9791698455810547}]"
110245358,"If you enjoy commanding large armies while building up cities and their defenses, you'll probably enjoy this game. At this point in time there's only a couple campaign missions but there's also an endless mode that's super fun. I was originally concerned that I wouldn't be able to run the game when the larger armies start attacking. I was actually pleasantly surprised to find out that my PC runs the game fairly well. I have an old R9 290 graphics card soooo. I have encountered a few crashes, but it only seems to happen if I have the game speed set high and I'm doing too much at once. Probably just a limitation of my hardware combined with some early access bugs. TLDR, This is one of the most fun ""Early Access"" games I've played in long time!","[{'label': '4 stars', 'score': 0.7037718892097473}]","[{'label': 'surprise', 'score': 0.9391396045684814}]"
110240387,"The game is fantastic, very addicting game play. The foundation to the game is very impressive. The game responds to your commands very efficiently. I would highly recommend this game, I cannot wait for the bug fixes and re balancing though, I am not sure anyone could fight the highest difficulty.","[{'label': '5 stars', 'score': 0.7519010305404663}]","[{'label': 'joy', 'score': 0.852558970451355}]"
110238737,"I wasn't sure at first when i bought it but it is surprisingly addictive even with the big difficulty unbalancing,i always come back to the game just to try a new run and see if i can do better I am excited to see how the game continue and what the cummunity have in store in term of steamworkshop game and such","[{'label': '5 stars', 'score': 0.616462767124176}]","[{'label': 'surprise', 'score': 0.5830973982810974}]"
110233178,"Every single mission is procedurally generated. Imbalanced Economy - Everything just costs far too much. Difficulty Scaling - This really is difficult, even on the medium setting. Not rewarding difficult, unfair difficult.","[{'label': '2 stars', 'score': 0.4820619523525238}]","[{'label': 'neutral', 'score': 0.3096696138381958}]"
110231462,Great indie castle builder and fun to play even in the current state. Excited to see where this game goes long term.,"[{'label': '5 stars', 'score': 0.7277222275733948}]","[{'label': 'joy', 'score': 0.9519327878952026}]"
110229084,Standard tower game with RTS elements that are handicapped by the lack of any semblance of competent AI,"[{'label': '3 stars', 'score': 0.5330424308776855}]","[{'label': 'neutral', 'score': 0.8679954409599304}]"
110227243,"This type of game has really took off, but to be honest there is many of this genre out there that's better, billions, age of darkness, I feel this is lazy land grab to get the devs into this money pie.","[{'label': '2 stars', 'score': 0.3977891504764557}]","[{'label': 'neutral', 'score': 0.537411093711853}]"
110226581,You get into the later waves and the damn games keep crashing.,"[{'label': '2 stars', 'score': 0.2379472553730011}]","[{'label': 'anger', 'score': 0.6308070421218872}]"
110221063,10/10 Happy to get swarmed all over again.,"[{'label': '5 stars', 'score': 0.9199280738830566}]","[{'label': 'joy', 'score': 0.9433661699295044}]"
110220239,It's a fun game and challenging at the same time. I wish there was a mode of pre-made maps with castles that you can just train/have fun whitout wasting time in the early game.,"[{'label': '4 stars', 'score': 0.6499466300010681}]","[{'label': 'joy', 'score': 0.8928462862968445}]"
110218822,trash dont buy this game waves need balance for new players this game sucks,"[{'label': '1 star', 'score': 0.9581067562103271}]","[{'label': 'sadness', 'score': 0.720940887928009}]"
110218467,dope,"[{'label': '3 stars', 'score': 0.24771204590797424}]","[{'label': 'neutral', 'score': 0.84879070520401}]"
110211219,"Normally, I am not into such type of games, but I really like this one. The art style (I love this low poly style) looks amazing and it's really easy to get into this game... there is nothing too complicated about it, but, even if it looks simple, it's really hard to master this game. Honestly, I love it and will definitely keep it and can't wait to see what the developer will add in the future. (Oh, and sorry for my bad english, it`s not my native language)","[{'label': '4 stars', 'score': 0.6691412329673767}]","[{'label': 'joy', 'score': 0.7665040493011475}]"
110210102,"Basically a more simple version of They are Billions, but with resources that run out. Difficulty scaling needs work, especially when you need to defend waves coming from all directions and your best bet is to spam trebs.","[{'label': '2 stars', 'score': 0.45582571625709534}]","[{'label': 'neutral', 'score': 0.9392377734184265}]"
110207310,Loving it so far. If you enjoyed Stronghold or They are billions you will find yourself at home here.,"[{'label': '5 stars', 'score': 0.6108485460281372}]","[{'label': 'joy', 'score': 0.9296917915344238}]"
110206851,No sandbox mode????????,"[{'label': '1 star', 'score': 0.4731084704399109}]","[{'label': 'neutral', 'score': 0.7484794855117798}]"
110206611,Great game!,"[{'label': '5 stars', 'score': 0.7510906457901001}]","[{'label': 'joy', 'score': 0.9401616454124451}]"
110205624,"Really indepth, interesting and challenging game, very cool","[{'label': '5 stars', 'score': 0.35363298654556274}]","[{'label': 'joy', 'score': 0.9243943691253662}]"
110205152,"Fun and simple game for people who just want to build something to defend against hordes. If you haven't already planned on it, throw in a sandbox mode ASAP! Just a map and unlimited resources and a wave trigger button so we can just casually play around with the assets already in the game.","[{'label': '4 stars', 'score': 0.6357994079589844}]","[{'label': 'neutral', 'score': 0.5570695996284485}]"
110204543,"Very fun and very much challenging! Although the campaign is still in the works, the new challenge modes and endless modes have proven to be incredibly time sinking. Excited to see the development of this game.","[{'label': '5 stars', 'score': 0.6435572504997253}]","[{'label': 'joy', 'score': 0.9832414388656616}]"
110202872,"Very fun. I got to about day 80 on endless mode and the game crashed, I didn't review this as bad though because its actually very fun and ill still play the endless mode again and create my village better. One thing I would wish for though is to some how have the sky blue or something. The blackness beyond what you can see takes away a little from the immersion but hopefully they will add something to it as this is still in early access. Maybe a villager first person mode to see how the village looks? All in all, very fun game and if your on the edge of buying this game, id go ahead and give it a try.","[{'label': '4 stars', 'score': 0.6916967630386353}]","[{'label': 'joy', 'score': 0.8505048155784607}]"
110202618,"It's fun, but it needs optimization. This is legit the only game I've encountered that makes my PC want to die by wave 12.","[{'label': '3 stars', 'score': 0.5493584871292114}]","[{'label': 'joy', 'score': 0.926154375076294}]"
110200694,"I liked it, well made and well optimized, the game play is all-around entertaining.","[{'label': '4 stars', 'score': 0.5186490416526794}]","[{'label': 'joy', 'score': 0.9742875695228577}]"
110200588,I understand that i game that want to release early to make money quick want to do so. But at least it should not crash all over again and again and again when there are too many troops on the battlefield. My game keep crashing when i have a population over 800 and too many buildings in endles mod and is not really fun to play if it literally say endles mod but the mod does not stick to its name beacause of that issue.,"[{'label': '2 stars', 'score': 0.4063568115234375}]","[{'label': 'sadness', 'score': 0.5727174282073975}]"
110200479,Two years have passed and I have not seen any substantial updates to this game. The development progress is too slow. I will keep this negative review until the official version is released.,"[{'label': '2 stars', 'score': 0.5227791666984558}]","[{'label': 'neutral', 'score': 0.6677594780921936}]"
110200002,"If this style of game suits you, you would want to play this!!!","[{'label': '5 stars', 'score': 0.28055906295776367}]","[{'label': 'neutral', 'score': 0.845501184463501}]"
110199687,"It's a better Stronghold than the new Stronghold. For the price, it's a definite yes. I will definitely be coming back.","[{'label': '3 stars', 'score': 0.4490179419517517}]","[{'label': 'neutral', 'score': 0.4830922484397888}]"
110199560,"Its so horribly imbalanced you have to wonder if the developers even tested it. Even putting the game on easy there's no chance on the second missions final wave, and that's even after clearing the map before hand. Will see how the future holds and I'll change my review.","[{'label': '1 star', 'score': 0.5005967617034912}]","[{'label': 'disgust', 'score': 0.43332040309906006}]"
110198735,"The game is an immensely enjoyable city builder/tower defense - if you've played or seen They Are Billions, you know what you're getting into. With a charming art style and some great feelings of impact thanks to the physics, this game already feels like a solid package. Since it's already quite good, I can't wait to see what comes in future updates, but I can safely recommend it at this point in time and development.","[{'label': '5 stars', 'score': 0.589841365814209}]","[{'label': 'joy', 'score': 0.9691240787506104}]"
110195579,Fun game :),"[{'label': '4 stars', 'score': 0.48046860098838806}]","[{'label': 'joy', 'score': 0.9522212147712708}]"
110195412,"good, love everything about it but it needs a sandbox mode","[{'label': '4 stars', 'score': 0.5845460891723633}]","[{'label': 'joy', 'score': 0.5831456184387207}]"
110193624,"They Are Billions clone. The big siege battle in the preview makes it look otherwise but this game is a clone. Not a bad one, but let's not pretend that 80% of the game isnt stolen IP.","[{'label': '3 stars', 'score': 0.3712064027786255}]","[{'label': 'disgust', 'score': 0.4705652594566345}]"
110189165,"OK, this recommendation is a yes but only in terms of, is it worth playing. Not value for money. It's absolutely not worth 25 bucks at the moment. Very early days but I like it. It's like Stronghold meets They Are Billions, which is interesting. The art style isn't bad, the gameplay is pretty straightforward (build an economy, build walls and troops, survive waves of enemies) but rewards good play and brutally punishes bad play. Right now there's two campaign levels, although I imagine we'll see more rapidly. The difficulty is tuned fairly high; when you make mistakes you'll suffer. At the same time, I was able to recover from fairly disastrous waves quickly without a cascade of failures which isn't the case in many similar games. Like I said, at the moment it is absolutely 100% not worth paying 25 dollars for, at all. Like I said, two campaign levels. That said I think there's real potential and I'll play it again in a few months, so I don't regret buying it.","[{'label': '3 stars', 'score': 0.64894038438797}]","[{'label': 'neutral', 'score': 0.699951708316803}]"
110189123,"Solid mechanics but very little progression. Campaign only has 2 missions atm and the endless mode gets boring after 5 or so waves. All enemies are pretty much the same, would like to see spell casters, giants, monsters, etc... I also think the game needs to play a lot faster, I don't see replay value if it takes like an hour to just reach wave 5. Also please give us the ability to queue up commands with shift or whatever. Giving it the thumbs up for the solid mechanics, excited to see what comes next.","[{'label': '2 stars', 'score': 0.47686952352523804}]","[{'label': 'joy', 'score': 0.6543174386024475}]"
110189084,ye,"[{'label': '3 stars', 'score': 0.2717649042606354}]","[{'label': 'neutral', 'score': 0.6386059522628784}]"
110188364,I downloaded the demo and within 5 mins I knew I wanted this game in my library. That was 3 days ago and now I have 25 hours of play time. Addictive AF with a challenging and high learning curve even on the easiest mode. Get it!,"[{'label': '5 stars', 'score': 0.8500981330871582}]","[{'label': 'neutral', 'score': 0.5792102217674255}]"
110185999,I like it!,"[{'label': '5 stars', 'score': 0.49372023344039917}]","[{'label': 'joy', 'score': 0.9693863391876221}]"
110183475,Fun game. Currently easy endless mode is too easy and medium endless seems to be too hard. Will keep trying to crack medium but maybe balancing these a bit would be great.,"[{'label': '3 stars', 'score': 0.5333203673362732}]","[{'label': 'joy', 'score': 0.8449731469154358}]"
110183149,Love the hordes of serfs attacking! Finally a game where I can build and feel the pressure of impending doom.,"[{'label': '5 stars', 'score': 0.7527225613594055}]","[{'label': 'joy', 'score': 0.8348098993301392}]"
110181402,"A decent horde defense game. Never played they are billions, but I have grown up playing a lot of RTS games. -The pacing of the game is very well done, with the player being incentivized to spend a fair amount of time on each town hall level to build up economy and defenses. Each level has meaningful jumps in power and production if you take the time to invest in them -The unit variety is decent for a game like this, and I can say every unit makes sense at some point in the game. -Economy looks simple on the surface, but actually has a bit of depth. Between the productivity boosting buildings you get late in the game, and location of storages to minimize travel time, to upgrading structures, there is a lot going on here. -Simplistic magic system. Four spells, you unlock more as you upgrade a certain structure. Each has a use, but I wish there was more to it. -Very clever upgrade mechanic, with useful upgrades that boost just about every aspect of you ability to build and defend. -Clever city management mechanics, albeit at a very surface level. I think this is the weaker part of the game, with the disease/grave mechanic being easily ignorable if you play well enough. -Humor in the campaign got me more than once. Very dry, I love it. -Enemy variety is fairly basic, but oh dear is there a lot of em. -Good pacing in terms of the map. You have to build an offensive part of your army, because so much is gated on going out and killing rebel camps/buildings. The campaign is very short, and a lot of mechanics still need a bit of work, but overall, I think this is very promising, and the devs are VERY receptive to feedback. There was a small difficulty balance patch on day one or two, so seems very good on that front. I think the devs have what it takes to make this a great game, and I am willing to invest a bit more based on how promising the demo and game are now. If you don't think so, wait for a sale. I, however, very much enjoy it now, and wholeheartedly recommend it.","[{'label': '4 stars', 'score': 0.6945834755897522}]","[{'label': 'joy', 'score': 0.6807595491409302}]"
110181376,"There's plenty of map to explore, resources close to your starting position and a decent selection of buildings technologies and units. The graphics are very basic. Building placement is fiddly and there's a lot of micro decisions to make. What destroys the game is the combat system. Its hard to handle armies, you are attacked by large forces from all points of the Empire and you just get swamped. There's a lot of busy work and very little fun.","[{'label': '2 stars', 'score': 0.5049596428871155}]","[{'label': 'neutral', 'score': 0.8193154335021973}]"
110178696,We are talking Lord of the rings levels of armies attacking your bases and structures. With magic spells and special units. It's great,"[{'label': '5 stars', 'score': 0.709077000617981}]","[{'label': 'neutral', 'score': 0.8016466498374939}]"
110178421,"A good blend of city building, tower defense, and RTS. Early access but very stable and not lacking in content. Excited to see the future of this game!","[{'label': '4 stars', 'score': 0.7163101434707642}]","[{'label': 'joy', 'score': 0.9433010220527649}]"
110177851," оч   разней    требущета   тактика  ТД.  ‘Кампанию не   начинал,  нахенциал  что   отзывы щрет. Напримерер - т.Н. “Негранте","[{'label': '2 stars', 'score': 0.42821747064590454}]","[{'label': 'neutral', 'score': 0.38040757179260254}]"
